=== Circuit Statistics ===
Circuits: 730
Total width: 33331
Total FFT cost: 135187270227 (1.35e11)
Total cache hits: 72393508
Total saved cost: 57.23%
----------------------------------------------------------------------------------------------------------------------------------------------
Name                                                                               Width Sel Aux Lkp  Height     Hits FFT cost       %     %++
----------------------------------------------------------------------------------------------------------------------------------------------
build_peer_recs                                                                       29   2  10   5      52        0   4.49e4   0.00% 100.00%
convert_recursor                                                                      71   1   8   8      26        0   4.43e4   0.00% 100.00%
convert_univ                                                                          33   5  13   5      46     1994   4.36e4   0.00% 100.00%
u64_add                                                                               53   1  16  16      32       28   4.36e4   0.00% 100.00%
muts_indc_count_is_one                                                                66   4  50   3      27       25   4.33e4   0.00% 100.00%
ind_is_solo                                                                           69   3  52   4      26        0   4.31e4   0.00% 100.00%
build_succ_offset                                                                     57   2  17  16      30        0   4.30e4   0.00% 100.00%
expr_glb_let                                                                          21   1   6   6      64        0   4.26e4   0.00% 100.00%
level_explicit_val                                                                    22   4   7   3      61      274   4.20e4   0.00% 100.00%
build_all_motives_walk                                                                51   3  24   8      32       20   4.20e4   0.00% 100.00%
klimbs_add_carry                                                                      67   5  41   7      26        9   4.19e4   0.00% 100.00%
find_peer_recursor_with_spec                                                          67   2  50   3      26        0   4.19e4   0.00% 100.00%
build_rule_rhs                                                                        45   1  15  12      35        0   4.17e4   0.00% 100.00%
nlvars_subsume                                                                       111   6  49  25      17        3   3.92e4   0.00% 100.00%
compute_k_target                                                                      62   6  23   8      26        0   3.88e4   0.00% 100.00%
build_major_params                                                                    23   2   5   4      55        0   3.85e4   0.00% 100.00%
collect_n_doms_whnf                                                                   40   4  16   7      36       15   3.85e4   0.00% 100.00%
projection_addr_ctor                                                                  41   1  23   9      35        0   3.81e4   0.00% 100.00%
nl_add_const                                                                          22   4   5   3      53       49   3.53e4   0.00% 100.00%
is_rec_field                                                                          13   1   3   2      79        2   3.52e4   0.00% 100.00%
normalize_imax_dispatch                                                               39   8  10   6      34        5   3.50e4   0.00% 100.00%
nl_add_const_go                                                                       58   5  22  12      25        0   3.46e4   0.00% 100.00%
nl_le                                                                                 36   6  12   6      35        6   3.36e4   0.00% 100.00%
peel_motive_params_subst                                                              31   2   9   5      39       12   3.34e4   0.00% 100.00%
klimbs_mul_outer                                                                      40   2  16   7      32        1   3.32e4   0.00% 100.00%
se_mentions                                                                           39  12  11   5      32        6   3.24e4   0.00% 100.00%
nl_le_vars                                                                            28   3   8   5      41        4   3.22e4   0.00% 100.00%
const_idxs_rules                                                                      32   2  15   5      36       25   3.11e4   0.00% 100.00%
check_rec_rules_wellscoped                                                            23   2   6   4      46       15   3.09e4   0.00% 100.00%
build_motive_type_flat                                                                48   3  12  10      26        0   3.03e4   0.00% 100.00%
build_recur_addrs                                                                     11   1   2   2      79      105   3.02e4   0.00% 100.00%
glist_eq_len                                                                          26   4   8   4      41      116   3.00e4   0.00% 100.00%
build_flat_own_params                                                                 45   4  24   6      27       25   2.99e4   0.00% 100.00%
put_constructor_proj                                                                  31   1   4   4      35        0   2.91e4   0.00% 100.00%
ctors_before_pos                                                                      46   5  24   5      26        0   2.90e4   0.00% 100.00%
build_rec_type                                                                        45   2  20   5      26        0   2.84e4   0.00% 100.00%
flat_find_pos_kind                                                                    43   7  17   5      26        0   2.72e4   0.00% 100.00%
nlvars_dominates                                                                      50   4  19  10      23       16   2.68e4   0.00% 100.00%
canonical_rules_at_pos                                                                41   1  10   8      26        0   2.60e4   0.00% 100.00%
klimbs_normalize                                                                      48   4  25   7      23      316   2.58e4   0.00% 100.00%
memory[9]                                                                             18   0   0   0      46      304   2.45e4   0.00% 100.00%
glist_ordered_insert                                                                  73   4  31  16      16       73   2.39e4   0.00% 100.00%
lbr_dec                                                                               11   2   2   1      63   150172   2.30e4   0.00% 100.00%
lazy_delta_a_const_b_proj                                                             55   6  24   8      19        0   2.29e4   0.00% 100.00%
memory[11]                                                                            20   0   0   0      36      122   1.99e4   0.00% 100.00%
list_length.KRecRule                                                                  20   2   7   3      36       25   1.99e4   0.00% 100.00%
flat_member_at                                                                        31   3  12   5      26       52   1.99e4   0.00% 100.00%
nlvars_add                                                                           102   5  44  23      11       12   1.98e4   0.00% 100.00%
expr_lift_let                                                                         21   1   5   5      33        0   1.87e4   0.00% 100.00%
build_ctor_app_params                                                                 19   2   3   2      35        0   1.83e4   0.00% 100.00%
rec_to_parent_addr                                                                    28   1  12   5      26    69045   1.80e4   0.00% 100.00%
struct_scan_ctors                                                                     45   4  19   6      18        0   1.75e4   0.00% 100.00%
is_large_eliminator                                                                   41   7   7   4      19        7   1.72e4   0.00% 100.00%
check_rec_major_spine                                                                 26   1   9   5      26        0   1.68e4   0.00% 100.00%
check_parent_inductive_shape                                                          24   2   2   2      26        0   1.56e4   0.00% 100.00%
find_rule                                                                             25   3  10   3      25    58228   1.54e4   0.00% 100.00%
dec_rewrite_lt_to_le                                                                  49   2  14  13      15        0   1.49e4   0.00% 100.00%
klimbs_succ                                                                           41   3  23   5      17      107   1.49e4   0.00% 100.00%
build_succ_chain                                                                      53   2  20   5      14      141   1.46e4   0.00% 100.00%
list_length.Tup.Ptr.U8_32.G.Ptr.ListNode.Ptr.KExprNode.Ptr.ListNode.Ptr.KLevelNode    21   2   8   3      27       25   1.45e4   0.00% 100.00%
memory[5]                                                                             14   0   0   0      36    17400   1.43e4   0.00% 100.00%
is_defn_or_thm                                                                        24   3   3   1      24      459   1.41e4   0.00% 100.00%
list_reverse.G                                                                        13   1   3   3      37      180   1.39e4   0.00% 100.00%
se_scan_fields                                                                        25   3   8   4      23        0   1.38e4   0.00% 100.00%
level_leq                                                                             30   3   9   6      20       70   1.37e4   0.00% 100.00%
check_large_walk_fields                                                               44   5  14   8      15        0   1.34e4   0.00% 100.00%
klimbs_sub                                                                            18   2   4   3      26       38   1.19e4   0.00% 100.00%
compute_iprj_addr                                                                     30   1  15   8      18    12181   1.19e4   0.00% 100.00%
memory[6]                                                                             15   0   0   0      27      337   1.06e4   0.00% 100.00%
se_parent_addr                                                                        34   5  13   5      15      151   1.05e4   0.00% 100.00%
klimbs_is_zero                                                                        26   2  13   3      18      406   1.04e4   0.00% 100.00%
se_peel_tol                                                                           22   3   7   3      20        0   1.02e4   0.00% 100.00%
struct_block_member_addrs                                                             68   2  52   4       9        0   1.00e4   0.00% 100.00%
collect_index_doms                                                                    39   4  15   7      13       47   9.85e3   0.00% 100.00%
build_all_minors                                                                      14   1   2   2      26        0   9.49e3   0.00% 100.00%
assert_lvls_are_params                                                                25   2   8   4      17       96   9.30e3   0.00% 100.00%
check_large_prop_ctor                                                                 27   3   8   4      15        0   8.45e3   0.00% 100.00%
build_all_motives                                                                     12   1   2   2      26        0   8.27e3   0.00% 100.00%
list_lift_indices                                                                     26   2   7   5      15       19   8.16e3   0.00% 100.00%
assert_occ_param_bvars                                                                27   2   9   4      14        1   7.70e3   0.00% 100.00%
klimbs_add                                                                            11   1   2   2      26       16   7.66e3   0.00% 100.00%
peel_leading_foralls_acc                                                              24   2   8   4      15        0   7.57e3   0.00% 100.00%
ctor_subst_param_for                                                                  49   3  17  10       9       69   7.31e3   0.00% 100.00%
list_snoc.U8_8                                                                        36   2  13   4      11        4   7.25e3   0.00% 100.00%
nlvars_eq                                                                             36   6  12   6      11       40   7.25e3   0.00% 100.00%
se_addr_in                                                                            24   3   7   4      14        0   6.90e3   0.00% 100.00%
apply_n_projs                                                                         24   2   5   4      14        0   6.90e3   0.00% 100.00%
klimbs_div_mod                                                                        46   2  14  12       9        0   6.89e3   0.00% 100.00%
list_lift_each                                                                        26   2   7   5      13       33   6.72e3   0.00% 100.00%
count_foralls_at_least                                                                23   3   7   3      14        0   6.63e3   0.00% 100.00%
u64_byte_count                                                                       150 128   8   1       4      237   6.14e3   0.00% 100.00%
klimbs_mul                                                                            14   1   3   3      18        4   5.90e3   0.00% 100.00%
apply_indices_in_conclusion                                                           22   2   5   4      13       19   5.76e3   0.00% 100.00%
klimbs_pow                                                                            43   3  12  11       8        0   5.45e3   0.00% 100.00%
klimbs_dec                                                                            14   1   4   4      16      120   5.06e3   0.00% 100.00%
struct_is_rec                                                                         33   2  16   5       9      160   5.03e3   0.00% 100.00%
mk_nat_lit                                                                            10   1   2   2      19      118   4.72e3   0.00% 100.00%
try_eta_expand                                                                        45   3  14  10       7        3   4.67e3   0.00% 100.00%
klimbs_eq                                                                             44   5  23   5       7      316   4.58e3   0.00% 100.00%
args_contain_bvar                                                                     28   4  10   4       9        1   4.32e3   0.00% 100.00%
klimbs_le                                                                             27   2  13   3       9       10   4.18e3   0.00% 100.00%
build_rec_lvls_list                                                                   21   2   5   4      10       22   3.85e3   0.00% 100.00%
klimbs_shl_limbs                                                                      18   2   4   3      11        4   3.82e3   0.00% 100.00%
check_valid_ind_app                                                                   35   1  17   8       7        0   3.69e3   0.00% 100.00%
build_param_lvls_range                                                                22   2   5   4       9       47   3.46e3   0.00% 100.00%
peel_leading_foralls                                                                  15   1   5   4      11        1   3.25e3   0.00% 100.00%
list_lookup_or_default.Ptr.U8_32                                                      20   2   5   3       9       21   3.18e3   0.00% 100.00%
check_nested_ctors_positivity                                                         51   2  20   9       5        0   3.14e3   0.00% 100.00%
glimbs_to_klimbs                                                                      36   2  13   8       6       17   3.01e3   0.00% 100.00%
wrap_lams                                                                             22   2   6   4       8        0   2.93e3   0.00% 100.00%
memory[2]                                                                             11   0   0   0      12       96   2.80e3   0.00% 100.00%
is_int_dec_prim_addr                                                                  33   4  10   7       6      607   2.78e3   0.00% 100.00%
all_bvars_in_args                                                                     24   3   7   4       7        0   2.61e3   0.00% 100.00%
nl_covers_const                                                                       61   6  24  12       4        2   2.58e3   0.00% 100.00%
intern_int_lit                                                                        29   3   8   6       6      300   2.46e3   0.00% 100.00%
try_quot_iota                                                                         30   3   8   6       4        0   1.34e3   0.00% 100.00%
subst_param_for                                                                       46   3  17   9       3       22   1.20e3   0.00% 100.00%
unfold_b_and_loop                                                                     23   2   5   4       4        0   1.06e3   0.00% 100.00%
try_native_dispatch                                                                   98   8  37  23       2        0   1.05e3   0.00% 100.00%
klimbs_gcd                                                                            20   2   4   4       4        2   9.44e2   0.00% 100.00%
u64_eq                                                                                33   9   2   1       3        0   8.93e2   0.00% 100.00%
check_quot                                                                            29   5   6   5       3        0   7.97e2   0.00% 100.00%
get_quotient                                                                          27   1  15   5       3        0   7.50e2   0.00% 100.00%
convert_quotient                                                                      26   1   3   3       3        0   7.26e2   0.00% 100.00%
get_axiom                                                                             26   1  14   5       3        0   7.26e2   0.00% 100.00%
convert_axiom                                                                         26   1   3   3       3        0   7.26e2   0.00% 100.00%
try_reduce_subtype_val                                                                63   4  26  14       2        0   7.02e2   0.00% 100.00%
try_quot_lift                                                                         59   3  22  14       2        0   6.62e2   0.00% 100.00%
run_claim                                                                            128   5  71   8       1        0   6.56e2   0.00% 100.00%
klimbs_land                                                                           52   3  31   6       2        0   5.92e2   0.00% 100.00%
unpack_def_kind_safety                                                                17   9   1   1       3     1338   5.12e2   0.00% 100.00%
bitvec_prep_spine                                                                     44   3  15  10       2        0   5.12e2   0.00% 100.00%
bv_to_nat_via                                                                         41   4  13   9       2        0   4.82e2   0.00% 100.00%
defn_is_unsafe_ci                                                                     15   5   2   1       3     1338   4.65e2   0.00% 100.00%
quot_extract_arg                                                                      39   4  13   8       2        0   4.62e2   0.00% 100.00%
bitvec_of_nat_args_direct                                                             38   4  13   8       2        0   4.52e2   0.00% 100.00%
quot_kind_tag                                                                         12   4   1   1       3        0   3.93e2   0.00% 100.00%
idx_to_u64                                                                            22   1  10   6       2      167   2.92e2   0.00% 100.00%
mk_bool                                                                               20   2   5   4       2        3   2.72e2   0.00% 100.00%
put_expr_list                                                                         42   2  24   5       1        0   2.26e2   0.00% 100.00%
canon_cprj_addr                                                                       41   1  23   9       1      143   2.21e2   0.00% 100.00%
verify_claim                                                                          40   1   1   2       1        0   2.16e2   0.00% 100.00%
u64_and                                                                               40   1   9   9       1        0   2.16e2   0.00% 100.00%
klimbs_mod                                                                            12   1   3   2       2        0   1.92e2   0.00% 100.00%
list_length_u64.Ptr.Univ                                                              35   2  20   4       1        2   1.91e2   0.00% 100.00%
put_univ_list                                                                         33   2  15   5       1        0   1.81e2   0.00% 100.00%
unfold_both_and_loop                                                                  31   3   8   6       1        0   1.71e2   0.00% 100.00%
check_eq_type                                                                         24   1  15   4       1        0   1.36e2   0.00% 100.00%
mk_nat_binop_stuck                                                                    24   1   7   7       1        0   1.36e2   0.00% 100.00%
put_refs                                                                              22   1  11   4       1      113   1.26e2   0.00% 100.00%
put_sharing                                                                           22   1  11   4       1      113   1.26e2   0.00% 100.00%
put_address_list                                                                      22   2   6   4       1        0   1.26e2   0.00% 100.00%
put_univs                                                                             22   1  11   4       1      113   1.26e2   0.00% 100.00%
delta_rank                                                                            22   2   2   1       1        1   1.26e2   0.00% 100.00%
klimbs_shr                                                                            18   1   5   5       1        0   1.06e2   0.00% 100.00%
get_opt_addr                                                                          18   2   5   3       1        0   1.06e2   0.00% 100.00%
klimbs_div                                                                            12   1   3   2       1        0   7.60e1   0.00% 100.00%
assert_wire_bool                                                                      10   1   2   2       1       98   6.60e1   0.00% 100.00%
string_append_addr                                                                     9   1   2   2       1      496   6.10e1   0.00% 100.00%
bool_true_addr                                                                         9   1   2   2       1      144   6.10e1   0.00% 100.00%
size_of_size_of_addr                                                                   9   1   2   2       1      493   6.10e1   0.00% 100.00%
quot_type_addr                                                                         9   1   2   2       1        0   6.10e1   0.00% 100.00%
string_back_addr                                                                       9   1   2   2       1      496   6.10e1   0.00% 100.00%
string_legacy_back_addr                                                                9   1   2   2       1      496   6.10e1   0.00% 100.00%
string_to_byte_array_addr                                                              9   1   2   2       1      496   6.10e1   0.00% 100.00%
string_dec_eq_addr                                                                     9   1   2   2       1      496   6.10e1   0.00% 100.00%
str_addr                                                                               9   1   2   2       1       34   6.10e1   0.00% 100.00%
nat_zero_addr                                                                          9   1   2   2       1       22   6.10e1   0.00% 100.00%
nat_succ_addr_iota                                                                     9   1   2   2       1     4454   6.10e1   0.00% 100.00%
nat_pred_addr                                                                          9   1   2   2       1     2058   6.10e1   0.00% 100.00%
nat_add_addr                                                                           9   1   2   2       1    25720   6.10e1   0.00% 100.00%
nat_sub_addr                                                                           9   1   2   2       1      533   6.10e1   0.00% 100.00%
nat_mul_addr                                                                           9   1   2   2       1      523   6.10e1   0.00% 100.00%
nat_pow_addr                                                                           9   1   2   2       1      510   6.10e1   0.00% 100.00%
nat_gcd_addr                                                                           9   1   2   2       1      513   6.10e1   0.00% 100.00%
nat_mod_addr                                                                           9   1   2   2       1      634   6.10e1   0.00% 100.00%
fin_addr                                                                               9   1   2   2       1    14009   6.10e1   0.00% 100.00%
decidable_rec_addr                                                                     9   1   2   2       1        2   6.10e1   0.00% 100.00%
nat_addr_io                                                                            9   1   2   2       1       54   6.10e1   0.00% 100.00%
quot_ctor_addr                                                                         9   1   2   2       1        2   6.10e1   0.00% 100.00%
quot_lift_addr_iota                                                                    9   1   2   2       1        4   6.10e1   0.00% 100.00%
quot_ind_addr                                                                          9   1   2   2       1        1   6.10e1   0.00% 100.00%
nat_div_addr                                                                           9   1   2   2       1      635   6.10e1   0.00% 100.00%
nat_land_addr                                                                          9   1   2   2       1      505   6.10e1   0.00% 100.00%
nat_lor_addr                                                                           9   1   2   2       1      503   6.10e1   0.00% 100.00%
nat_xor_addr                                                                           9   1   2   2       1      503   6.10e1   0.00% 100.00%
nat_shift_left_addr                                                                    9   1   2   2       1      503   6.10e1   0.00% 100.00%
nat_shift_right_addr                                                                   9   1   2   2       1      503   6.10e1   0.00% 100.00%
nat_beq_addr                                                                           9   1   2   2       1      505   6.10e1   0.00% 100.00%
nat_ble_addr                                                                           9   1   2   2       1      501   6.10e1   0.00% 100.00%
int_dec_lt_addr_dec                                                                    9   1   2   2       1      492   6.10e1   0.00% 100.00%
bool_false_addr                                                                        9   1   2   2       1      123   6.10e1   0.00% 100.00%
system_platform_num_bits_addr                                                          9   1   2   2       1      496   6.10e1   0.00% 100.00%
nat_dec_le_addr_dec                                                                    9   1   2   2       1      842   6.10e1   0.00% 100.00%
nat_dec_eq_addr_dec                                                                    9   1   2   2       1      828   6.10e1   0.00% 100.00%
nat_dec_lt_addr_dec                                                                    9   1   2   2       1      827   6.10e1   0.00% 100.00%
decidable_is_true_addr_dec                                                             9   1   2   2       1      143   6.10e1   0.00% 100.00%
decidable_is_false_addr_dec                                                            9   1   2   2       1      122   6.10e1   0.00% 100.00%
nat_le_of_ble_eq_true_addr_dec                                                         9   1   2   2       1        6   6.10e1   0.00% 100.00%
nat_eq_of_beq_eq_true_addr_dec                                                         9   1   2   2       1      136   6.10e1   0.00% 100.00%
nat_ne_of_beq_eq_false_addr_dec                                                        9   1   2   2       1      122   6.10e1   0.00% 100.00%
bool_type_addr_dec                                                                     9   1   2   2       1      266   6.10e1   0.00% 100.00%
eq_refl_addr_dec                                                                       9   1   2   2       1      266   6.10e1   0.00% 100.00%
int_dec_eq_addr_dec                                                                    9   1   2   2       1      494   6.10e1   0.00% 100.00%
int_dec_le_addr_dec                                                                    9   1   2   2       1      496   6.10e1   0.00% 100.00%
string_of_list_addr                                                                    9   1   2   2       1      496   6.10e1   0.00% 100.00%
int_of_nat_addr_dec                                                                    9   1   2   2       1       13   6.10e1   0.00% 100.00%
int_neg_succ_addr_dec                                                                  9   1   2   2       1       11   6.10e1   0.00% 100.00%
punit_size_of_1_addr                                                                   9   1   2   2       1      496   6.10e1   0.00% 100.00%
bit_vec_to_nat_addr                                                                    9   1   2   2       1      715   6.10e1   0.00% 100.00%
bit_vec_of_nat_addr                                                                    9   1   2   2       1        1   6.10e1   0.00% 100.00%
bit_vec_addr                                                                           9   1   2   2       1       97   6.10e1   0.00% 100.00%
reduce_bool_addr                                                                       9   1   2   2       1      494   6.10e1   0.00% 100.00%
lt_lt_addr                                                                             9   1   2   2       1      199   6.10e1   0.00% 100.00%
reduce_nat_addr                                                                        9   1   2   2       1      494   6.10e1   0.00% 100.00%
bit_vec_ult_addr                                                                       9   1   2   2       1      712   6.10e1   0.00% 100.00%
decidable_decide_addr                                                                  9   1   2   2       1      712   6.10e1   0.00% 100.00%
system_platform_get_num_bits_addr                                                      9   1   2   2       1        0   6.10e1   0.00% 100.00%
subtype_val_addr                                                                       9   1   2   2       1      496   6.10e1   0.00% 100.00%
string_utf8_byte_size_addr                                                             9   1   2   2       1      496   6.10e1   0.00% 100.00%
canon_cmp_klimbs                                                                      29   2   7   7       0        0        0   0.00% 100.00%
put_axiom                                                                             44   1  22   5       0        0        0   0.00% 100.00%
nlvars_max_offset                                                                     47   3  19  10       0        0        0   0.00% 100.00%
put_quotient                                                                          44   1  22   5       0        0        0   0.00% 100.00%
put_u64_list                                                                          29   2  13   4       0        0        0   0.00% 100.00%
app_telescope_count                                                                   67   2  35   4       0        0        0   0.00% 100.00%
lam_telescope_count                                                                   67   2  35   4       0        0        0   0.00% 100.00%
canon_cmp_krec_rule_ctx                                                               26   1   8   5       0        0        0   0.00% 100.00%
canon_cmp_krec_rule_list_ctx                                                          40   4  17   6       0        0        0   0.00% 100.00%
all_telescope_count                                                                   67   2  35   4       0        0        0   0.00% 100.00%
put_univ                                                                              53   5  22   6       0        0        0   0.00% 100.00%
put_app_telescope                                                                     74   2  39   5       0        0        0   0.00% 100.00%
try_str_dispatch                                                                     128  18  47  28       0        0        0   0.00% 100.00%
try_str_back                                                                          70   4  27  17       0        0        0   0.00% 100.00%
u64_or                                                                                40   1   9   9       0        0        0   0.00% 100.00%
u64_xor_kbits                                                                         40   1   9   9       0        0        0   0.00% 100.00%
try_str_to_byte_array                                                                 64   5  26  14       0        0        0   0.00% 100.00%
klimbs_lor                                                                            52   3  31   6       0        0        0   0.00% 100.00%
extract_aux_occ_us                                                                    46   4  14   6       0        0        0   0.00% 100.00%
extract_aux_spec_params                                                               27   1  10   6       0        0        0   0.00% 100.00%
spec_params_lower                                                                     28   2   8   6       0        0        0   0.00% 100.00%
klimbs_xor_op                                                                         52   3  31   6       0        0        0   0.00% 100.00%
klimbs_shl                                                                            18   1   5   5       0        0        0   0.00% 100.00%
aux_already_in                                                                        33   5  11   5       0        0        0   0.00% 100.00%
kexpr_struct_eq                                                                       59  28  13   6       0        0        0   0.00% 100.00%
level_list_struct_eq                                                                  30   5   9   5       0        0        0   0.00% 100.00%
spec_params_ptr_eq                                                                    30   5   9   5       0        0        0   0.00% 100.00%
extract_aux_spec_params_from_rec                                                      26   2   3   2       0        0        0   0.00% 100.00%
first_recr_parent_block                                                              107   5  77   8       0        0        0   0.00% 100.00%
put_mut_const_list                                                                    66   2  50   4       0        0        0   0.00% 100.00%
detect_aux_from_recrs_ex                                                              66   2  50   3       0        0        0   0.00% 100.00%
aux_from_recrs_walk_ex                                                               138   9  90  14       0        0        0   0.00% 100.00%
flat_find_pos                                                                         29   3  11   4       0        0        0   0.00% 100.00%
canon_kind_ord                                                                        27   8   1   1       0        0        0   0.00% 100.00%
canon_cmp_member_ctx                                                                  48   2   7   5       0        0        0   0.00% 100.00%
put_constructor                                                                       73   1  25   8       0        0        0   0.00% 100.00%
put_constructor_list                                                                  55   2  39   4       0        0        0   0.00% 100.00%
canon_cmp_member_same_kind_ctx                                                       118   8  37  22       0        0        0   0.00% 100.00%
canon_cmp_ctor_range_ctx                                                              63   2  34   8       0        0        0   0.00% 100.00%
apply_spec_params_lifted                                                              26   2   7   5       0        0        0   0.00% 100.00%
put_inductive                                                                         77   1  34  10       0        0        0   0.00% 100.00%
canon_cmp_ctor_pair_ctx                                                               83   3  23  14       0        0        0   0.00% 100.00%
nlvars_any_offset_geq                                                                 48   3  19  10       0        0        0   0.00% 100.00%
put_lam_telescope                                                                     74   2  39   5       0        0        0   0.00% 100.00%
char_of_nat_addr                                                                       9   1   2   2       0        0        0   0.00% 100.00%
canon_member_ci                                                                       26   1  15   4       0        0        0   0.00% 100.00%
canon_member_num_ctors                                                                26   2  14   2       0        0        0   0.00% 100.00%
utf8_last_codepoint                                                                   10   1   2   2       0        0        0   0.00% 100.00%
canon_build_ctx_classes                                                               29   2   8   5       0        0        0   0.00% 100.00%
unfold_a_and_loop                                                                     23   2   5   4       0        0        0   0.00% 100.00%
canon_build_ctx_members                                                               64   3  24  14       0        0        0   0.00% 100.00%
canon_ctor_ctx_entries                                                                24   2   5   4       0        0        0   0.00% 100.00%
canon_sort_loop                                                                       31   3   8   6       0        0        0   0.00% 100.00%
canon_refine_classes                                                                  26   2   7   5       0        0        0   0.00% 100.00%
canon_refine_one                                                                      24   3   6   4       0        0        0   0.00% 100.00%
canon_ins_sort                                                                        23   2   6   4       0        0        0   0.00% 100.00%
canon_insert_sorted                                                                   58   3  33   7       0        0        0   0.00% 100.00%
utf8_last_go                                                                          23   2   7   4       0        0        0   0.00% 100.00%
canon_group_consec                                                                    26   2   7   5       0        0        0   0.00% 100.00%
canon_group_walk                                                                      65   3  35   9       0        0        0   0.00% 100.00%
find_peer_rec_spec_walk                                                              131  10  85  12       0        0        0   0.00% 100.00%
utf8_cont                                                                             13   1   3   3       0        0        0   0.00% 100.00%
canon_classes_eq                                                                      31   5  10   5       0        0        0   0.00% 100.00%
canon_flatten                                                                         21   2   6   4       0        0        0   0.00% 100.00%
canon_all_singleton                                                                   22   3   6   4       0        0        0   0.00% 100.00%
list_nil_addr                                                                          9   1   2   2       0        0        0   0.00% 100.00%
str_lit_to_ctor                                                                       49   1  21  21       0        0        0   0.00% 100.00%
put_all_telescope                                                                     74   2  39   5       0        0        0   0.00% 100.00%
build_char_list                                                                       40   2  12   9       0        0        0   0.00% 100.00%
str_lit_delta_step                                                                    62   5  31  10       0        0        0   0.00% 100.00%
char_lit_codepoint                                                                    23   2   7   4       0        0        0   0.00% 100.00%
get_ci_dprj                                                                          130   1 109   6       0        0        0   0.00% 100.00%
canon_cmp_klimbs_tail                                                                 44   2  24   6       0        0        0   0.00% 100.00%
punit_addr                                                                             9   1   2   2       0        0        0   0.00% 100.00%
unit_addr                                                                              9   1   2   2       0        0        0   0.00% 100.00%
char_lit_codepoint_syn                                                                43   6  18   7       0        0        0   0.00% 100.00%
klimbs_scalar_value                                                                  117   7  63  21       0        0        0   0.00% 100.00%
pack_def_kind_safety                                                                  18   9   1   1       0        0        0   0.00% 100.00%
canon_cmp_u64_lex                                                                     53   1  16  16       0        0        0   0.00% 100.00%
spec_params_dom_prefix_match                                                          33   4  10   6       0        0        0   0.00% 100.00%
get_ci_rprj                                                                          121   1 108   6       0        0        0   0.00% 100.00%
nat_not_le_of_not_ble_eq_true_addr_dec                                                 9   1   2   2       0        0        0   0.00% 100.00%
utf8_encode_prepend                                                                  212   4 100  51       0        0        0   0.00% 100.00%
char_type_addr                                                                         9   1   2   2       0        0        0   0.00% 100.00%
mk_nat_literal_64                                                                     13   1   4   4       0        0        0   0.00% 100.00%
put_quot_kind                                                                         16   4   2   2       0        0        0   0.00% 100.00%
canon_cmp_bytes                                                                       32   4  10   6       0        0        0   0.00% 100.00%
canon_g_list_eq                                                                       27   5   8   4       0        0        0   0.00% 100.00%
literal_eq                                                                            18   4   2   2       0        0        0   0.00% 100.00%
try_reduce_size_of_unit                                                               71   5  29  16       0        0        0   0.00% 100.00%
check_native_bool                                                                     32   3  10   7       0        0        0   0.00% 100.00%
put_definition                                                                        68   1  42   8       0        0        0   0.00% 100.00%
canon_cmp_kexpr_ctx                                                                   29   2  12   4       0        0        0   0.00% 100.00%
put_mut_const                                                                         62   3   3   3       0        0        0   0.00% 100.00%
check_native_nat                                                                      21   3   7   3       0        0        0   0.00% 100.00%
put_recursor_rule                                                                     40   1  21   4       0        0        0   0.00% 100.00%
canon_cmp_kexpr_node_ctx                                                              79  40  12   7       0        0        0   0.00% 100.00%
put_recursor_rule_list                                                                30   2  14   4       0        0        0   0.00% 100.00%
list_cons_addr                                                                         9   1   2   2       0        0        0   0.00% 100.00%
klimbs_from_g                                                                         25   1  11   7       0        0        0   0.00% 100.00%
leaf_hash                                                                             17   1   5   5       0        0        0   0.00% 100.00%
node_hash                                                                             19   1   6   6       0        0        0   0.00% 100.00%
parse_atree_body                                                                      31   3  11   6       0        0        0   0.00% 100.00%
load_assumption_tree                                                                  96   1  84   6       0        0        0   0.00% 100.00%
addr_set_build                                                                        37   2  16   4       0        0        0   0.00% 100.00%
addr_set_member                                                                       16   1   2   2       0        0        0   0.00% 100.00%
env_walk                                                                             102  10  58   8       0        0        0   0.00% 100.00%
env_walk_refs                                                                         40   4   6   5       0        0        0   0.00% 100.00%
env_walk_leaves                                                                       31   2   4   4       0        0        0   0.00% 100.00%
run_check_env                                                                         38   3  16   6       0        0        0   0.00% 100.00%
walk_char_list_bytes                                                                  64   8  22  14       0        0        0   0.00% 100.00%
get_opt_u64_masked                                                                    23   2  11   2       0        0        0   0.00% 100.00%
get_opt_addr_masked                                                                   16   2   4   2       0        0        0   0.00% 100.00%
get_opt_bool_masked                                                                   16   2   4   2       0        0        0   0.00% 100.00%
get_opt_def_kind_masked                                                               18   4   4   2       0        0        0   0.00% 100.00%
get_opt_quot_kind_masked                                                              19   5   4   2       0        0        0   0.00% 100.00%
get_reveal_rule_list_inner                                                            59   2  32   6       0        0        0   0.00% 100.00%
get_opt_rule_list_masked                                                              27   2  13   3       0        0        0   0.00% 100.00%
get_reveal_ctor_info                                                                  80   1  64   9       0        0        0   0.00% 100.00%
get_ctor_entry                                                                        61   1  51   3       0        0        0   0.00% 100.00%
get_ctor_entry_list_inner                                                             90   2  63   6       0        0        0   0.00% 100.00%
get_opt_ctor_entry_list_masked                                                        27   2  13   3       0        0        0   0.00% 100.00%
get_reveal_mut_const_info                                                            126   3  90  14       0        0        0   0.00% 100.00%
