2026/09/17 16:51:05.742, 0, 0, 0, 29.40
2026/09/17 16:51:05.958, 0, 0, 0, 29.40
2026/09/17 16:51:06.158, 0, 0, 0, 29.40
2026/09/17 16:51:06.358, 0, 0, 0, 29.40
2026/09/17 16:51:06.558, 0, 0, 0, 29.40
2026/09/17 16:51:06.758, 0, 0, 0, 29.40
2026/09/17 16:51:06.958, 0, 0, 0, 29.40
2026/09/17 16:51:07.158, 0, 0, 0, 29.40
2026/09/17 16:51:07.358, 0, 0, 0, 29.10
2026/09/17 16:51:07.558, 0, 0, 0, 29.10
2026/09/17 16:51:07.758, 0, 1, 0, 29.10
2026/09/17 16:51:07.981, 0, 673, 0, 32.35
2026/09/17 16:51:08.181, 0, 673, 1, 37.88
2026/09/17 16:51:08.381, 0, 673, 0, 53.59
2026/09/17 16:51:08.581, 0, 673, 0, 58.06
2026/09/17 16:51:08.781, 0, 673, 0, 61.31
2026/09/17 16:51:08.982, 0, 673, 0, 83.69
2026/09/17 16:51:09.182, 0, 673, 0, 83.69
2026/09/17 16:51:09.382, 0, 673, 0, 83.69
2026/09/17 16:51:09.582, 0, 673, 0, 83.69
2026/09/17 16:51:09.782, 0, 673, 0, 83.69
2026/09/17 16:51:09.982, 0, 673, 0, 84.14
2026/09/17 16:51:10.182, 0, 673, 0, 84.14
2026/09/17 16:51:10.382, 0, 673, 0, 84.14
2026/09/17 16:51:10.582, 0, 673, 0, 84.14
2026/09/17 16:51:10.782, 0, 673, 0, 84.14
2026/09/17 16:51:10.982, 0, 673, 0, 83.44
2026/09/17 16:51:11.182, 0, 673, 0, 83.44
2026/09/17 16:51:11.383, 0, 673, 0, 83.44
2026/09/17 16:51:11.583, 0, 673, 0, 83.44
2026/09/17 16:51:11.783, 0, 673, 0, 83.44
2026/09/17 16:51:11.983, 0, 673, 0, 83.65
2026/09/17 16:51:12.183, 0, 673, 0, 83.65
2026/09/17 16:51:12.383, 0, 673, 0, 83.65
2026/09/17 16:51:12.583, 0, 673, 0, 83.65
2026/09/17 16:51:12.783, 0, 673, 0, 83.65
2026/09/17 16:51:12.983, 0, 673, 0, 83.43
2026/09/17 16:51:13.183, 0, 673, 0, 83.43
2026/09/17 16:51:13.383, 0, 673, 0, 83.43
2026/09/17 16:51:13.583, 0, 673, 0, 83.43
2026/09/17 16:51:13.783, 0, 673, 0, 83.43
2026/09/17 16:51:13.984, 0, 673, 0, 83.70
2026/09/17 16:51:14.184, 0, 673, 0, 83.70
2026/09/17 16:51:14.384, 0, 673, 0, 83.70
2026/09/17 16:51:14.584, 0, 673, 0, 83.70
2026/09/17 16:51:14.784, 0, 673, 0, 83.70
2026/09/17 16:51:14.984, 0, 673, 0, 83.65
2026/09/17 16:51:15.184, 0, 673, 0, 83.65
2026/09/17 16:51:15.384, 0, 673, 0, 83.65
2026/09/17 16:51:15.584, 0, 673, 0, 83.65
2026/09/17 16:51:15.784, 0, 673, 0, 83.65
2026/09/17 16:51:15.984, 0, 673, 0, 83.43
2026/09/17 16:51:16.184, 0, 673, 0, 83.43
2026/09/17 16:51:16.384, 0, 673, 0, 83.43
2026/09/17 16:51:16.584, 0, 673, 0, 83.43
2026/09/17 16:51:16.785, 0, 673, 0, 83.43
2026/09/17 16:51:16.985, 0, 673, 0, 84.14
2026/09/17 16:51:17.185, 0, 673, 0, 84.14
2026/09/17 16:51:17.385, 0, 673, 0, 84.14
2026/09/17 16:51:17.585, 0, 673, 0, 84.14
2026/09/17 16:51:17.785, 0, 673, 0, 84.14
2026/09/17 16:51:17.985, 0, 673, 0, 83.90
2026/09/17 16:51:18.185, 0, 673, 0, 83.90
2026/09/17 16:51:18.385, 0, 673, 0, 83.90
2026/09/17 16:51:18.585, 0, 673, 0, 83.90
2026/09/17 16:51:18.785, 0, 673, 0, 83.90
2026/09/17 16:51:18.985, 0, 673, 0, 83.17
2026/09/17 16:51:19.186, 0, 673, 0, 83.17
2026/09/17 16:51:19.386, 0, 673, 0, 83.17
2026/09/17 16:51:19.586, 0, 673, 0, 83.17
2026/09/17 16:51:19.786, 0, 673, 0, 83.17
2026/09/17 16:51:19.986, 0, 673, 0, 83.65
2026/09/17 16:51:20.186, 0, 673, 0, 83.65
2026/09/17 16:51:20.386, 0, 673, 0, 83.65
2026/09/17 16:51:20.586, 0, 673, 0, 83.65
2026/09/17 16:51:20.786, 0, 673, 0, 83.65
2026/09/17 16:51:20.986, 0, 673, 0, 83.22
