program,function,names,circuit,circuit_name,circuit_members,function_main_width,circuit_main_width,canonical_seed_words,canonical_seed_bytes,guarded_u8_seed_bytes_estimate,function_expansion_canonical,circuit_expansion_canonical,static_operation_sites,static_external_read_sites,preparation_arithmetic_sites,row_operation_sites,real_rows
ixvm,683,projection_addr_ctor,55,ixvm_group_36,9,27,74,26,208,40,1.038462,2.846154,18,8,10,8,
ixvm,684,build_minor_doms,8,ixvm_group_05,12,36,104,33,264,40,1.090909,3.151515,15,7,8,8,
ixvm,685,build_all_minors,48,ixvm_group_30,11,8,52,7,56,16,1.142857,7.428571,3,1,0,1,
ixvm,686,build_all_minors_walk,27,ixvm_group_19,12,35,103,32,256,40,1.093750,3.218750,17,9,6,9,
ixvm,687,ctor_subst_param_for,85,ixvm_group_60,9,25,65,9,72,16,2.777778,7.222222,17,5,11,6,
ixvm,688,count_foralls_body,61,ixvm_group_39,13,10,40,8,64,16,1.250000,5.000000,4,2,0,2,
ixvm,689,peel_ctor_params_subst,65,ixvm_group_40,7,26,58,21,168,32,1.238095,2.761905,22,10,4,10,
ixvm,690,build_minor_at_depth,89,ixvm_group_63,10,39,112,38,304,48,1.026316,2.947368,46,20,26,20,
ixvm,691,peel_leading_foralls,61,ixvm_group_39,13,7,40,6,48,16,1.166667,6.666667,5,3,2,3,
ixvm,692,peel_leading_foralls_acc,8,ixvm_group_05,12,12,104,10,80,24,1.200000,10.400000,4,3,1,3,
ixvm,693,build_ih_doms,89,ixvm_group_63,10,34,112,32,256,40,1.062500,3.500000,50,20,30,20,
ixvm,694,list_lift_each,31,ixvm_group_23,14,12,45,10,80,24,1.200000,4.500000,8,5,3,5,
ixvm,695,build_apply_field_bvars,95,ixvm_group_68,7,11,53,8,64,16,1.375000,6.625000,13,3,8,4,
ixvm,696,build_ctor_app_params,48,ixvm_group_30,11,11,52,8,64,16,1.375000,6.500000,6,2,0,2,
ixvm,697,is_rec_field,72,ixvm_group_47,12,7,54,6,48,16,1.166667,9.000000,1,1,0,1,
ixvm,698,is_rec_field_peel,28,ixvm_group_20,15,22,57,18,144,32,1.222222,3.166667,12,7,2,7,
ixvm,699,flat_find_matching,8,ixvm_group_05,12,25,104,16,128,24,1.562500,6.500000,11,4,2,6,
ixvm,700,spec_params_dom_prefix_match,20,ixvm_group_12,16,17,106,13,104,24,1.307692,8.153846,9,5,1,5,
ixvm,701,walk_fields_classify,65,ixvm_group_40,7,24,58,21,168,32,1.142857,2.761905,18,10,4,10,
ixvm,702,build_all_motives_walk,27,ixvm_group_19,12,31,103,28,224,40,1.107143,3.678571,15,9,6,9,
ixvm,703,check_recursor_member,58,ixvm_group_37,11,40,79,34,272,48,1.176471,2.323529,29,9,9,13,
ixvm,704,check_rec_major_spine,31,ixvm_group_23,14,16,45,15,120,24,1.066667,3.000000,8,4,3,4,
ixvm,705,build_rec_lvls_list,61,ixvm_group_39,13,9,40,6,48,16,1.500000,6.666667,12,4,8,5,
ixvm,706,check_rec_rules_wellscoped,61,ixvm_group_39,13,11,40,9,72,16,1.222222,4.444444,4,1,0,1,
ixvm,707,peel_n_lams_collect,94,ixvm_group_67,11,17,53,13,104,24,1.307692,4.076923,8,3,1,3,
ixvm,708,check_const,6,ixvm_group_03,4,42,63,33,264,40,1.272727,1.909091,105,27,29,27,
ixvm,709,run_check,52,ixvm_group_34,5,16,34,15,120,24,1.066667,2.266667,3,2,0,2,
ixvm,710,const_idxs_expr,168,const_idxs_expr,1,34,34,25,200,32,1.360000,1.360000,28,22,6,22,
ixvm,711,const_idxs_exprs,169,const_idxs_exprs,1,10,10,8,64,16,1.250000,1.250000,7,5,2,5,
ixvm,712,const_idxs_rules,8,ixvm_group_05,12,18,104,16,128,24,1.125000,6.500000,7,5,2,5,
ixvm,713,const_idxs_ctors,9,ixvm_group_06,8,43,79,41,328,48,1.048780,1.926829,7,5,2,5,
ixvm,714,const_idxs_muts,27,ixvm_group_19,12,58,103,54,432,64,1.074074,1.907407,19,17,2,17,
ixvm,715,const_idxs_of,30,ixvm_group_22,7,61,92,54,432,64,1.129630,1.703704,15,15,0,15,
ixvm,716,g_list_has,170,g_list_has,1,11,11,7,56,16,1.571429,1.571429,5,2,1,3,
ixvm,717,run_check_transitive,53,ixvm_group_35,2,63,72,51,408,64,1.235294,1.411765,15,2,0,2,
ixvm,718,walk_refs_transitive,171,walk_refs_transitive,1,13,13,8,64,16,1.625000,1.625000,6,2,0,2,
ixvm,719,check_muts_all,51,ixvm_group_33,5,54,106,52,416,64,1.038462,2.038462,5,1,0,1,
ixvm,720,check_muts_member_at,30,ixvm_group_22,7,64,92,63,504,72,1.015873,1.460317,4,3,0,3,
ixvm,721,leaf_hash,23,ixvm_group_15,16,7,58,6,48,16,1.166667,9.666667,8,4,4,4,
ixvm,722,node_hash,23,ixvm_group_15,16,9,58,8,64,16,1.125000,7.250000,9,5,4,5,
ixvm,723,parse_atree_body,83,ixvm_group_58,5,15,55,12,96,24,1.250000,4.583333,48,11,37,11,
ixvm,724,load_assumption_tree,17,ixvm_group_09,11,86,169,85,680,96,1.011765,1.988235,17,7,2,7,
ixvm,725,addr_set_build,20,ixvm_group_12,16,25,106,23,184,32,1.086957,4.608696,4,3,1,3,
ixvm,726,addr_set_member,23,ixvm_group_15,16,10,58,9,72,16,1.111111,6.444444,2,1,0,1,
ixvm,727,env_walk,17,ixvm_group_09,11,82,169,66,528,80,1.242424,2.560606,19,4,0,4,
ixvm,728,env_walk_refs,20,ixvm_group_12,16,26,106,21,168,32,1.238095,5.047619,6,2,0,2,
ixvm,729,env_walk_leaves,20,ixvm_group_12,16,19,106,17,136,24,1.117647,6.235294,4,1,0,1,
ixvm,730,run_check_env,75,ixvm_group_50,11,20,62,18,144,32,1.111111,3.444444,11,5,4,5,
ixvm,731,walk_leaves_owned,172,walk_leaves_owned,1,39,39,37,296,48,1.054054,1.054054,4,2,0,2,
ixvm,732,check_owned,173,check_owned,1,35,35,34,272,48,1.029412,1.029412,2,1,0,1,
ixvm,733,env_walk_all,174,env_walk_all,1,90,90,83,664,96,1.084337,1.084337,19,6,0,6,
ixvm,734,env_walk_refs_all,175,env_walk_refs_all,1,44,44,40,320,48,1.100000,1.100000,7,3,0,3,
ixvm,735,get_opt_addr,31,ixvm_group_23,14,8,45,6,48,16,1.333333,7.500000,5,2,0,2,
ixvm,736,get_opt_u64_masked,23,ixvm_group_15,16,15,58,12,96,24,1.250000,4.833333,4,1,0,1,
ixvm,737,get_opt_addr_masked,23,ixvm_group_15,16,8,58,5,40,16,1.600000,11.600000,4,1,0,1,
ixvm,738,get_opt_bool_masked,23,ixvm_group_15,16,8,58,5,40,16,1.600000,11.600000,4,1,0,1,
ixvm,739,get_opt_def_kind_masked;get_opt_def_safety_masked,23,ixvm_group_15,16,10,58,5,40,16,2.000000,11.600000,9,1,0,1,
ixvm,740,get_opt_quot_kind_masked,23,ixvm_group_15,16,11,58,5,40,16,2.200000,11.600000,11,1,0,1,
ixvm,741,get_reveal_rule_list_inner,24,ixvm_group_16,16,43,114,40,320,48,1.075000,2.850000,9,6,3,6,
ixvm,742,get_opt_rule_list_masked,21,ixvm_group_13,15,17,58,14,112,24,1.214286,4.142857,5,2,0,2,
ixvm,743,get_reveal_ctor_info,29,ixvm_group_21,12,66,219,57,456,64,1.157895,3.842105,8,7,1,8,
ixvm,744,get_ctor_entry,26,ixvm_group_18,16,53,101,52,416,64,1.019231,1.942308,2,2,0,2,
ixvm,745,get_ctor_entry_list_inner,29,ixvm_group_21,12,74,219,71,568,80,1.042254,3.084507,9,6,3,6,
ixvm,746,get_opt_ctor_entry_list_masked,21,ixvm_group_13,15,17,58,14,112,24,1.214286,4.142857,5,2,0,2,
ixvm,747,get_reveal_mut_const_info,84,ixvm_group_59,7,94,159,75,600,88,1.253333,2.120000,29,22,2,24,
ixvm,748,get_mut_entry,17,ixvm_group_09,11,67,169,66,528,80,1.015152,2.560606,2,2,0,2,
ixvm,749,get_mut_entry_list_inner,17,ixvm_group_09,11,88,169,85,680,96,1.035294,1.988235,9,6,3,6,
ixvm,750,get_reveal_info,84,ixvm_group_59,7,102,159,75,600,88,1.360000,2.120000,55,34,4,36,
ixvm,751,expr_addr,20,ixvm_group_12,16,24,106,23,184,32,1.043478,4.608696,6,4,2,4,
ixvm,752,def_kind_tag;def_safety_tag,22,ixvm_group_14,16,5,42,2,16,16,2.500000,21.000000,3,0,0,0,
ixvm,753,check_opt_def_kind,23,ixvm_group_15,16,8,58,6,48,16,1.333333,9.666667,3,2,0,2,
ixvm,754,check_opt_def_safety,23,ixvm_group_15,16,8,58,6,48,16,1.333333,9.666667,3,2,0,2,
ixvm,755,check_opt_quot_kind,23,ixvm_group_15,16,8,58,6,48,16,1.333333,9.666667,3,2,0,2,
ixvm,756,check_opt_bool,22,ixvm_group_14,16,6,42,4,32,16,1.500000,10.500000,1,0,0,0,
ixvm,757,check_opt_u64,18,ixvm_group_10,16,20,63,18,144,32,1.111111,3.500000,1,0,0,0,
ixvm,758,check_opt_addr,17,ixvm_group_09,11,70,169,68,544,80,1.029412,2.485294,3,2,0,2,
ixvm,759,check_opt_expr_addr,29,ixvm_group_21,12,71,219,69,552,80,1.028986,3.173913,4,3,0,3,
ixvm,760,check_recr_rules,24,ixvm_group_16,16,51,114,49,392,56,1.040816,2.326531,9,4,0,4,
ixvm,761,check_opt_recr_rules,22,ixvm_group_14,16,6,42,4,32,16,1.500000,10.500000,9,0,0,0,
ixvm,762,check_ctor_entry,29,ixvm_group_21,12,85,219,84,672,96,1.011905,2.607143,7,1,0,1,
ixvm,763,check_ctor_entries,26,ixvm_group_18,16,55,101,53,424,64,1.037736,1.905660,3,1,0,1,
ixvm,764,check_opt_ctor_entries,22,ixvm_group_14,16,6,42,4,32,16,1.500000,10.500000,1,0,0,0,
ixvm,765,check_mut_const,29,ixvm_group_21,12,103,219,100,800,112,1.030000,2.190000,20,0,0,0,
ixvm,766,check_muts_components,17,ixvm_group_09,11,114,169,112,896,120,1.017857,1.508929,4,2,0,2,
ixvm,767,run_reveal,29,ixvm_group_21,12,113,219,104,832,112,1.086538,2.105769,31,1,0,1,
ixvm,768,run_contains,22,ixvm_group_14,16,6,42,5,40,16,1.200000,8.400000,4,2,0,2,
ixvm,769,run_claim,10,ixvm_group_07,7,121,200,116,928,128,1.043103,1.724138,160,19,50,19,
ixvm,770,verify_claim,176,verify_claim,1,10,10,9,72,16,1.111111,1.111111,1,0,0,0,
ixvm,771,list_lookup_or_default.G;list_lookup_or_default.Ptr.U8_32,61,ixvm_group_39,13,10,40,8,64,16,1.250000,5.000000,2,2,0,2,
ixvm,772,list_snoc.G;list_snoc.Ptr.KExprNode,177,list_snoc.G,1,10,10,8,64,16,1.250000,1.250000,9,5,4,5,
ixvm,773,list_length_u64.U8_8,26,ixvm_group_18,16,30,101,28,224,40,1.071429,3.607143,11,3,0,3,
ixvm,774,list_concat.Tup.Ptr.U8_32.G,18,ixvm_group_10,16,11,63,9,72,16,1.222222,7.000000,4,3,1,3,
ixvm,775,list_length_u64.Ptr.Expr;list_length_u64.Ptr.U8_32;list_length_u64.Ptr.Univ,27,ixvm_group_19,12,23,103,21,168,32,1.095238,4.904762,11,3,0,3,
ixvm,776,rbtree_map_lookup_or_default.G,24,ixvm_group_16,16,40,114,22,176,32,1.818182,5.181818,6,4,2,6,
ixvm,777,list_reverse.G;list_reverse.Ptr.KExprNode,19,ixvm_group_11,11,5,56,4,32,16,1.250000,14.000000,4,2,2,2,
ixvm,778,list_concat.G;list_concat.Ptr.KExprNode;list_concat.Ptr.ListNode.G;list_concat.Ptr.U8_32;list_concat.U8,178,list_concat.G,1,10,10,8,64,16,1.250000,1.250000,4,3,1,3,
ixvm,779,list_length.G;list_length.Ptr.KExprNode;list_length.Ptr.KLevelNode;list_length.Ptr.ListNode.G;list_length.U8,179,list_length.G,1,8,8,6,48,16,1.333333,1.333333,5,2,0,2,
ixvm,780,list_length_u64.Constructor,26,ixvm_group_18,16,56,101,54,432,64,1.037037,1.870370,11,3,0,3,
ixvm,781,list_lookup.Ptr.KExprNode;list_lookup.Ptr.KLevelNode;list_lookup.Ptr.U8_32;list_lookup.Ptr.Univ,180,list_lookup.Ptr.KExprNode,1,8,8,7,56,16,1.142857,1.142857,2,2,0,2,
ixvm,782,list_length.U8_8,21,ixvm_group_13,15,15,58,13,104,24,1.153846,4.461538,5,2,0,2,
ixvm,783,list_lookup_u64.MutConst,84,ixvm_group_59,7,113,159,111,888,120,1.018018,1.432432,4,4,0,4,
ixvm,784,list_length_u64.MutConst,17,ixvm_group_09,11,67,169,65,520,72,1.030769,2.600000,11,3,0,3,
ixvm,785,list_length_u64.RecursorRule,26,ixvm_group_18,16,31,101,29,232,40,1.068966,3.482759,11,3,0,3,
ixvm,786,list_lookup_u64.Constructor,17,ixvm_group_09,11,91,169,89,712,96,1.022472,1.898876,4,4,0,4,
ixvm,787,list_is_empty.U8,181,list_is_empty.U8,1,7,7,5,40,16,1.400000,1.400000,3,1,0,1,
ixvm,788,list_snoc.Tup.Ptr.U8_32.G.Ptr.ListNode.Ptr.KExprNode.Ptr.ListNode.Ptr.KLevelNode,87,ixvm_group_62,10,16,56,14,112,24,1.142857,4.000000,9,5,4,5,
ixvm,789,list_take.Ptr.KExprNode,182,list_take.Ptr.KExprNode,1,11,11,8,64,16,1.375000,1.375000,9,4,5,4,
ixvm,790,list_drop.G;list_drop.Ptr.Expr;list_drop.Ptr.KExprNode;list_drop.Ptr.KLevelNode;list_drop.Ptr.U8_32;list_drop.Ptr.Univ,183,list_drop.G,1,10,10,7,56,16,1.428571,1.428571,4,2,2,2,
ixvm,791,list_length.KRecRule,94,ixvm_group_67,11,10,53,8,64,16,1.250000,6.625000,5,2,0,2,
ixvm,792,rbtree_map_insert.G,18,ixvm_group_10,16,16,63,15,120,24,1.066667,4.200000,3,1,0,1,
ixvm,793,list_length.Tup.Ptr.U8_32.G.Ptr.ListNode.Ptr.KExprNode.Ptr.ListNode.Ptr.KLevelNode,31,ixvm_group_23,14,11,45,9,72,16,1.222222,5.000000,5,2,0,2,
ixvm,794,list_reverse_acc.G;list_reverse_acc.Ptr.KExprNode,80,ixvm_group_55,9,10,43,8,64,16,1.250000,5.375000,4,3,1,3,
ixvm,795,rbtree_map_ins.G,24,ixvm_group_16,16,51,114,33,264,40,1.545455,3.454545,19,10,6,12,
ixvm,796,rbtree_map_balance.G,20,ixvm_group_12,16,24,106,22,176,32,1.090909,4.818182,4,3,0,3,
ixvm,797,rbtree_map_balance_fix.G,184,rbtree_map_balance_fix.G,1,102,102,42,336,56,2.428571,2.428571,354,156,84,156,
multi-stark,0,memo_u32_less_than,0,verifier_group_00,12,16,68,3,24,16,5.333333,22.666667,1,0,0,1,
multi-stark,1,address_eq_tail,1,verifier_group_01,2,74,76,67,536,80,1.104478,1.134328,169,2,0,163,
multi-stark,2,address_eq,1,verifier_group_01,2,70,76,68,544,80,1.029412,1.117647,5,3,1,4,
multi-stark,4,u64_is_zero,0,verifier_group_00,12,19,68,9,72,16,2.111111,7.555556,9,0,0,0,
multi-stark,12,u64_eq,2,u64_eq,1,27,27,17,136,24,1.588235,1.588235,17,0,0,8,
multi-stark,13,relaxed_u64_succ,0,verifier_group_00,12,19,68,9,72,16,2.111111,7.555556,52,0,0,0,
multi-stark,14,flatten_u64,0,verifier_group_00,12,10,68,9,72,16,1.111111,7.555556,20,0,0,0,
multi-stark,26,read_u8,3,verifier_group_02,12,8,46,6,48,16,1.333333,7.666667,5,2,2,2,
multi-stark,27,read_u64,4,verifier_group_03,13,19,207,18,144,32,1.055556,11.500000,8,8,0,8,
multi-stark,28,read_count,5,verifier_group_04,15,13,134,12,96,24,1.083333,11.166667,2,2,0,2,
multi-stark,31,read_count_at,6,verifier_group_05,2,13,16,12,96,24,1.083333,1.333333,2,2,0,2,
multi-stark,35,read_active_n;read_u8_vec_n,7,verifier_group_06,12,11,39,8,64,16,1.375000,4.875000,9,4,5,4,
multi-stark,36,read_u64_vec,8,verifier_group_07,2,7,9,6,48,16,1.166667,1.500000,2,2,0,2,
multi-stark,37,read_u64_vec_n,9,read_u64_vec_n,1,18,18,15,120,24,1.200000,1.200000,9,4,5,4,
multi-stark,38,read_ext_vec,10,verifier_group_08,12,7,33,6,48,16,1.166667,5.500000,2,2,0,2,
multi-stark,39,read_ext_vec_n,11,verifier_group_09,2,27,34,24,192,32,1.125000,1.416667,52,5,47,5,
multi-stark,40,read_digest_vec_at,3,verifier_group_02,12,7,46,6,48,16,1.166667,7.666667,2,2,0,2,
multi-stark,41,read_digest_vec_at_n,12,verifier_group_10,15,46,81,43,344,56,1.069767,1.883721,13,8,5,8,
multi-stark,43,read_u64_vec_vec_n,13,verifier_group_11,2,11,13,8,64,16,1.375000,1.625000,9,4,5,4,
multi-stark,45,read_u64_vec_vec_vec_n,7,verifier_group_06,12,13,39,10,80,24,1.300000,3.900000,10,5,5,5,
multi-stark,46,read_ext_vec_vec,10,verifier_group_08,12,7,33,6,48,16,1.166667,5.500000,2,2,0,2,
multi-stark,47,read_ext_vec_vec_n,10,verifier_group_08,12,11,33,8,64,16,1.375000,4.125000,9,4,5,4,
multi-stark,48,read_opened_round,5,verifier_group_04,15,7,134,6,48,16,1.166667,22.333333,2,2,0,2,
multi-stark,49,read_opened_round_n,7,verifier_group_06,12,11,39,8,64,16,1.375000,4.875000,9,4,5,4,
multi-stark,52,read_merkle_cap_vec_n,12,verifier_group_10,15,11,81,8,64,16,1.375000,10.125000,9,4,5,4,
multi-stark,56,read_batch_opening_vec_n,5,verifier_group_04,15,15,134,12,96,24,1.250000,11.166667,11,6,5,6,
multi-stark,59,read_commit_phase_step_vec_n,5,verifier_group_04,15,17,134,14,112,24,1.214286,9.571429,12,7,5,7,
multi-stark,61,read_preprocessed,5,verifier_group_04,15,9,134,6,48,16,1.500000,22.333333,5,2,0,2,
multi-stark,62,read_proof,14,read_proof,1,53,53,52,416,64,1.019231,1.019231,21,21,0,21,
multi-stark,65,read_header_vec_n,15,read_header_vec_n,1,23,23,20,160,32,1.150000,1.150000,15,10,5,10,
multi-stark,68,read_message_vec_n,16,read_message_vec_n,1,20,20,17,136,24,1.176471,1.176471,10,5,5,5,
multi-stark,70,read_proof_vec_n,17,read_proof_vec_n,1,34,34,31,248,40,1.096774,1.096774,9,4,5,4,
multi-stark,75,bytes_to_addr,5,verifier_group_04,15,41,134,40,320,48,1.025000,3.350000,53,7,46,7,
multi-stark,76,blake3_next_layer,4,verifier_group_03,13,175,207,170,1360,184,1.029412,1.217647,116,7,103,7,
multi-stark,77,blake3_compress_layer,4,verifier_group_03,13,141,207,137,1096,144,1.029197,1.510949,8,6,2,6,
multi-stark,78,blake3_compress_chunks,18,blake3_compress_chunks,1,17,17,13,104,24,1.307692,1.307692,10,5,1,5,
multi-stark,79,bytes_to_block,19,verifier_group_12,6,195,238,194,1552,208,1.005155,1.226804,64,64,0,64,
multi-stark,80,pad_block,10,verifier_group_08,12,8,33,5,40,16,1.600000,6.600000,6,2,2,2,
multi-stark,81,blake3_finish,19,verifier_group_12,6,168,238,154,1232,168,1.090909,1.545455,142,15,127,17,
multi-stark,82,blake3_compress_block,19,verifier_group_12,6,177,238,174,1392,184,1.017241,1.367816,129,24,100,31,
multi-stark,86,blake3_compress,20,blake3_compress,1,533,533,162,1296,176,3.290123,3.290123,483,1,0,353,
multi-stark,87,join_read_byte;read_vk_u8,21,join_read_byte,1,6,6,5,40,16,1.200000,1.200000,1,1,0,1,
multi-stark,88,read_vk_tag,22,read_vk_tag,1,5,5,4,32,16,1.250000,1.250000,1,1,0,1,
multi-stark,89,read_vk_u16,23,read_vk_u16,1,7,7,6,48,16,1.166667,1.166667,5,2,0,2,
multi-stark,90,read_vk_u16_limb,10,verifier_group_08,12,7,33,6,48,16,1.166667,5.500000,11,2,0,2,
multi-stark,91,read_vk_u32_limb,3,verifier_group_02,12,11,46,10,80,24,1.100000,4.600000,17,4,0,4,
multi-stark,92,read_vk_u64,4,verifier_group_03,13,19,207,18,144,32,1.055556,11.500000,8,8,0,8,
multi-stark,93,read_field,3,verifier_group_02,12,12,46,11,88,24,1.090909,4.181818,22,1,0,1,
multi-stark,95,read_vk_cap_n,24,verifier_group_13,10,46,108,43,344,56,1.069767,2.511628,13,8,5,8,
multi-stark,96,read_nodes_n,25,read_nodes_n,1,43,43,12,96,24,3.583333,3.583333,138,50,88,50,
multi-stark,97,read_node_ids_n,13,verifier_group_11,2,11,13,8,64,16,1.375000,1.625000,9,4,5,4,
multi-stark,99,read_sys_lookups_n,0,verifier_group_00,12,15,68,12,96,24,1.250000,5.666667,11,6,5,6,
multi-stark,100,lookup_groups_count,3,verifier_group_02,12,10,46,5,40,16,2.000000,9.200000,13,2,4,2,
multi-stark,103,read_sys_circuits_n,19,verifier_group_12,6,113,238,69,552,80,1.637681,3.449275,174,23,22,69,
multi-stark,104,read_opt_commit,24,verifier_group_13,10,11,108,8,64,16,1.375000,13.500000,6,3,0,3,
multi-stark,105,read_opt_idx_n,12,verifier_group_10,15,13,81,8,64,16,1.625000,10.125000,14,5,9,5,
multi-stark,108,b3_w4_onto,7,verifier_group_06,12,11,39,10,80,24,1.100000,3.900000,8,4,4,4,
multi-stark,111,mmcs_compress,5,verifier_group_04,15,101,134,100,800,112,1.010000,1.340000,69,4,65,4,
multi-stark,112,compress_ordered,26,verifier_group_14,3,8,16,5,40,16,1.600000,3.200000,2,2,0,2,
multi-stark,113,has_height,10,verifier_group_08,12,13,33,7,56,16,1.857143,4.714286,6,2,2,4,
multi-stark,114,select_rows,27,select_rows,1,30,30,22,176,32,1.363636,1.363636,13,8,5,10,
multi-stark,115,select_rows_le,28,verifier_group_15,3,40,48,22,176,32,1.818182,2.181818,12,8,4,9,
multi-stark,116,rows_pop,29,rows_pop,1,30,30,27,216,40,1.111111,1.111111,78,3,0,38,
multi-stark,117,b3_rows_chunks,30,b3_rows_chunks,1,234,234,209,1672,216,1.119617,1.119617,205,29,173,38,
multi-stark,119,leaf_hash_at,12,verifier_group_10,15,44,81,43,344,56,1.023256,1.883721,53,8,45,8,
multi-stark,120,inject_maybe,31,verifier_group_16,4,11,18,8,64,16,1.375000,2.250000,3,3,0,3,
multi-stark,121,bits_to_num,10,verifier_group_08,12,8,33,6,48,16,1.333333,5.500000,6,2,0,2,
multi-stark,122,frontier_merge,0,verifier_group_00,12,27,68,18,144,32,1.500000,3.777778,16,9,5,11,
multi-stark,123,frontier_split,0,verifier_group_00,12,21,68,18,144,32,1.166667,3.777778,21,10,11,10,
multi-stark,124,frontier_sort,0,verifier_group_00,12,22,68,19,152,32,1.157895,3.578947,6,6,0,6,
multi-stark,125,frontier_leaves,0,verifier_group_00,12,17,68,15,120,24,1.133333,4.533333,13,8,3,8,
multi-stark,126,frontier_level,28,verifier_group_15,3,40,48,33,264,40,1.212121,1.454545,33,23,9,25,
multi-stark,127,frontier_fold,7,verifier_group_06,12,12,39,9,72,16,1.333333,4.333333,6,2,2,2,
multi-stark,128,mmcs_verify_multi,4,verifier_group_03,13,27,207,22,176,32,1.227273,9.409091,19,9,0,13,
multi-stark,129,glist_rev;rev_onto,31,verifier_group_16,4,10,18,8,64,16,1.250000,2.250000,4,3,1,3,
multi-stark,130,exp_by_bits,10,verifier_group_08,12,13,33,7,56,16,1.857143,4.714286,5,2,1,4,
multi-stark,131,fri_fold2,12,verifier_group_10,15,34,81,13,104,24,2.615385,6.230769,80,4,4,57,
multi-stark,133,ro_fold,32,ro_fold,1,37,37,27,216,40,1.370370,1.370370,45,3,0,35,
multi-stark,134,accs_onto;ext_row_onto,28,verifier_group_15,3,38,48,10,80,24,3.800000,4.800000,92,4,1,32,
multi-stark,135,points_onto,10,verifier_group_08,12,10,33,8,64,16,1.250000,4.125000,3,3,0,3,
multi-stark,136,round_onto,10,verifier_group_08,12,10,33,8,64,16,1.250000,4.125000,3,3,0,3,
multi-stark,138,obs_log_arities,12,verifier_group_10,15,10,81,8,64,16,1.250000,10.125000,11,3,8,3,
multi-stark,139,pcs_check_witness,4,verifier_group_03,13,20,207,17,136,24,1.176471,12.176471,11,5,4,5,
multi-stark,140,pcs_betas,5,verifier_group_04,15,44,134,42,336,56,1.047619,3.190476,53,8,45,8,
multi-stark,141,circ_has_height,7,verifier_group_06,12,15,39,8,64,16,1.875000,4.875000,11,2,3,5,
multi-stark,142,build_buckets,12,verifier_group_10,15,13,81,8,64,16,1.625000,10.125000,17,5,10,5,
multi-stark,143,bucket_update,33,bucket_update,1,30,30,21,168,32,1.428571,1.428571,24,6,18,12,
multi-stark,144,assert_blowup_zero,3,verifier_group_02,12,20,46,11,88,24,1.818182,4.181818,15,2,2,11,
multi-stark,145,prep_count,24,verifier_group_13,10,5,108,3,24,16,1.666667,36.000000,2,0,0,0,
multi-stark,146,ri_apply,34,ri_apply,1,30,30,19,152,32,1.578947,1.578947,39,8,3,30,
multi-stark,147,open_2pt_mat,35,verifier_group_17,6,20,45,17,136,24,1.176471,2.647059,16,5,2,7,
multi-stark,148,open_batch_2pt,35,verifier_group_17,6,22,45,19,152,32,1.157895,2.368421,10,5,1,5,
multi-stark,149,open_quotient,35,verifier_group_17,6,23,45,20,160,32,1.150000,2.250000,12,6,2,6,
multi-stark,150,open_prep,35,verifier_group_17,6,27,45,23,184,32,1.173913,1.956522,18,7,1,7,
multi-stark,151,open_prep_batch,4,verifier_group_03,13,26,207,22,176,32,1.181818,9.409091,14,6,2,8,
multi-stark,152,heights_all,7,verifier_group_06,12,11,39,8,64,16,1.375000,4.875000,12,4,8,4,
multi-stark,153,heights_max,24,verifier_group_13,10,22,108,6,48,16,3.666667,18.000000,4,2,0,3,
multi-stark,154,heights_prep,7,verifier_group_06,12,15,39,11,88,24,1.363636,3.545455,18,6,8,6,
multi-stark,157,rollin,12,verifier_group_10,15,25,81,16,128,24,1.562500,5.062500,15,2,3,8,
multi-stark,158,verify_query,5,verifier_group_04,15,102,134,41,328,48,2.487805,3.268293,213,17,16,75,
multi-stark,159,verify_one_query,24,verifier_group_13,10,72,108,54,432,64,1.333333,2.000000,60,19,8,38,
multi-stark,160,query_loop,4,verifier_group_03,13,38,207,36,288,48,1.055556,5.750000,9,6,3,6,
multi-stark,161,sample_query_indices,12,verifier_group_10,15,13,81,10,80,24,1.300000,8.100000,9,4,5,4,
multi-stark,162,batch_views_at,7,verifier_group_06,12,12,39,10,80,24,1.200000,3.900000,8,5,3,5,
multi-stark,163,step_views_at,7,verifier_group_06,12,13,39,11,88,24,1.181818,3.545455,8,5,3,5,
multi-stark,164,query_views,12,verifier_group_10,15,12,81,9,72,16,1.333333,9.000000,12,5,7,5,
multi-stark,165,verify_input_multi,24,verifier_group_13,10,32,108,30,240,40,1.066667,3.600000,26,12,7,12,
multi-stark,166,drop_index_bits,7,verifier_group_06,12,11,39,9,72,16,1.222222,4.333333,5,4,1,4,
multi-stark,167,rows_at_round,0,verifier_group_00,12,13,68,11,88,24,1.181818,6.181818,13,7,6,7,
multi-stark,168,verify_commit_multi,4,verifier_group_03,13,25,207,23,184,32,1.086957,9.000000,25,11,6,12,
multi-stark,171,b8_onto;cons8,36,b8_onto,1,19,19,18,144,32,1.055556,1.055556,16,8,8,8,
multi-stark,173,cap_onto,5,verifier_group_04,15,45,134,43,344,56,1.046512,3.116279,7,7,0,7,
multi-stark,174,active_onto;log_degrees_onto,10,verifier_group_08,12,10,33,8,64,16,1.250000,4.125000,10,3,0,3,
multi-stark,175,ch_sample8,19,verifier_group_12,6,80,238,78,624,88,1.025641,3.051282,83,33,50,33,
multi-stark,176,ch_sample_field,4,verifier_group_03,13,31,207,23,184,32,1.347826,9.000000,17,2,15,17,
