program,function,names,circuit,circuit_name,circuit_members,function_main_width,circuit_main_width,canonical_seed_words,canonical_seed_bytes,guarded_u8_seed_bytes_estimate,function_expansion_canonical,circuit_expansion_canonical,static_operation_sites,static_external_read_sites,preparation_arithmetic_sites,row_operation_sites,real_rows
ix-aggr,185,ext_exp_pow2,3,aggr_group_02,12,13,46,6,48,16,2.166667,7.666667,11,1,0,5,
ix-aggr,186,two_adic_gen,12,aggr_group_10,15,9,81,3,24,16,3.000000,27.000000,6,1,2,2,
ix-aggr,188,pow2,12,aggr_group_10,15,6,81,3,24,16,2.000000,27.000000,6,1,2,1,
ix-aggr,190,ood_fold,26,aggr_group_14,3,12,16,7,56,16,1.714286,2.285714,10,0,0,4,
ix-aggr,191,from_ext_basis,0,aggr_group_00,12,6,68,5,40,16,1.200000,13.600000,12,0,0,0,
ix-aggr,192,reconstruct_ext_row,3,aggr_group_02,12,16,46,14,112,24,1.142857,3.285714,9,6,3,6,
ix-aggr,193,eval_at,37,eval_at,1,43,43,24,192,32,1.791667,1.791667,34,15,2,21,
ix-aggr,194,fold_roots,35,aggr_group_17,6,31,45,29,232,40,1.068966,1.551724,4,4,0,4,
ix-aggr,195,pair_mul,11,aggr_group_09,2,26,34,9,72,16,2.888889,3.777778,46,0,0,16,
ix-aggr,196,logup_fingerprint,35,aggr_group_17,6,35,45,33,264,40,1.060606,1.363636,10,4,0,4,
ix-aggr,197,logup_steps_fold,4,aggr_group_03,13,94,207,81,648,88,1.160494,2.555556,102,21,63,34,
ix-aggr,200,quotient_eval,12,aggr_group_10,15,22,81,12,96,24,1.833333,6.750000,22,2,8,10,
ix-aggr,201,quotient_degree_of,24,aggr_group_13,11,39,109,2,16,16,19.500000,54.500000,19,0,0,0,
ix-aggr,203,ood_loop,19,aggr_group_12,8,180,240,94,752,104,1.914894,2.553191,317,54,158,198,
ix-aggr,204,fingerprint_vals,5,aggr_group_04,15,22,134,16,128,24,1.375000,8.375000,36,2,0,6,
ix-aggr,205,claims_acc,24,aggr_group_13,11,25,109,15,120,24,1.666667,7.266667,26,3,0,20,
ix-aggr,206,assert_bits,3,aggr_group_02,12,9,46,6,48,16,1.500000,7.666667,8,2,0,5,
ix-aggr,207,select_active_circuits,3,aggr_group_02,12,23,46,19,152,32,1.210526,2.421053,9,6,3,6,
ix-aggr,208,select_active_prep,3,aggr_group_02,12,16,46,12,96,24,1.333333,3.833333,9,6,3,6,
ix-aggr,209,count_onto,38,count_onto,1,18,18,4,32,16,4.500000,4.500000,45,1,0,15,
ix-aggr,210,claims_onto,39,claims_onto,1,7,7,6,48,16,1.166667,1.166667,3,3,0,3,
ix-aggr,211,claims_onto_each,40,claims_onto_each,1,12,12,10,80,24,1.200000,1.200000,5,5,0,5,
ix-aggr,212,header_onto,41,header_onto,1,13,13,12,96,24,1.083333,1.083333,6,6,0,6,
ix-aggr,213,headers_onto,42,headers_onto,1,13,13,11,88,24,1.181818,1.181818,3,3,0,3,
ix-aggr,214,messages_onto,43,messages_onto,1,7,7,6,48,16,1.166667,1.166667,3,3,0,3,
ix-aggr,215,messages_onto_each,44,messages_onto_each,1,21,21,19,152,32,1.105263,1.105263,6,6,0,6,
ix-aggr,216,batch_fiat_shamir,45,batch_fiat_shamir,1,73,73,72,576,80,1.013889,1.013889,155,33,38,33,
ix-aggr,217,shard_fiat_shamir,46,shard_fiat_shamir,1,64,64,50,400,64,1.280000,1.280000,144,10,7,24,
ix-aggr,218,assert_same_bits;assert_same_u8s,47,assert_same_bits,1,12,12,10,80,24,1.200000,1.200000,9,4,0,4,
ix-aggr,219,assert_same_limbs,48,assert_same_limbs,1,27,27,25,200,32,1.080000,1.080000,11,5,0,5,
ix-aggr,220,assert_same_claims,49,assert_same_claims,1,13,13,11,88,24,1.181818,1.181818,11,5,0,5,
ix-aggr,221,assert_same_cap,50,assert_same_cap,1,80,80,78,624,88,1.025641,1.025641,22,10,0,10,
ix-aggr,222,last_acc,51,last_acc,1,15,15,12,96,24,1.250000,1.250000,3,3,0,3,
ix-aggr,223,messages_acc,52,messages_acc,1,35,35,23,184,32,1.521739,1.521739,56,3,0,43,
ix-aggr,224,log_degree_ok,53,log_degree_ok,1,69,69,2,16,16,34.500000,34.500000,34,0,0,0,
ix-aggr,225,assert_log_degrees_ok,54,assert_log_degrees_ok,1,9,9,7,56,16,1.285714,1.285714,6,3,0,3,
ix-aggr,226,count_ones,55,count_ones,1,8,8,6,48,16,1.333333,1.333333,4,2,0,2,
ix-aggr,227,assert_shard_count_ok,56,assert_shard_count_ok,1,20,20,2,16,16,10.000000,10.000000,63,0,0,20,
ix-aggr,228,three_limbs,57,three_limbs,1,43,43,42,336,56,1.023810,1.023810,7,4,0,4,
ix-aggr,229,le_step,58,le_step,1,9,9,4,32,16,2.250000,2.250000,5,0,0,4,
ix-aggr,230,bytes8_le,59,bytes8_le,1,26,26,25,200,32,1.040000,1.040000,9,8,1,8,
ix-aggr,231,assert_closure_pairs,60,assert_closure_pairs,1,161,161,78,624,88,2.064103,2.064103,462,8,69,158,
ix-aggr,232,verify_shard,61,verify_shard,1,149,149,120,960,128,1.241667,1.241667,156,48,56,60,
ix-aggr,233,verify_shards,62,verify_shards,1,61,61,59,472,72,1.033898,1.033898,12,5,0,5,
ix-aggr,234,batch_claims,63,batch_claims,1,12,12,10,80,24,1.200000,1.200000,6,4,2,4,
ix-aggr,235,verify_batch,64,verify_batch,1,41,41,32,256,40,1.281250,1.281250,27,10,7,13,
ix-aggr,238,read_claims_n,24,aggr_group_13,11,13,109,10,80,24,1.300000,10.900000,10,5,5,5,
ix-aggr,240,read_claim_vals_n,5,aggr_group_04,15,18,134,15,120,24,1.200000,8.933333,9,4,5,4,
ix-aggr,241,aggr_read_address,19,aggr_group_12,8,100,240,99,792,112,1.010101,2.424242,33,33,0,33,
ix-aggr,242,aggr_put_address,19,aggr_group_12,8,68,240,67,536,80,1.014925,3.582090,65,33,32,33,
ix-aggr,243,aggr_pack_address,24,aggr_group_13,11,35,109,34,272,48,1.029412,3.205882,73,1,0,1,
ix-aggr,244,aggr_node_hash,65,aggr_group_18,16,9,54,8,64,16,1.125000,6.750000,9,5,4,5,
ix-aggr,245,aggr_leaf_hash,65,aggr_group_18,16,7,54,6,48,16,1.166667,9.000000,8,4,4,4,
ix-aggr,247,aggr_address_order,1,aggr_group_01,12,98,147,67,536,80,1.462687,2.194030,179,2,0,162,
ix-aggr,248,aggr_assert_strict_sorted,65,aggr_group_18,16,12,54,9,72,16,1.333333,6.000000,6,3,0,3,
ix-aggr,249,aggr_parse_tree_body,65,aggr_group_18,16,12,54,9,72,16,1.333333,6.000000,13,8,5,8,
ix-aggr,250,aggr_leaf_hashes,65,aggr_group_18,16,10,54,8,64,16,1.250000,6.750000,8,5,3,5,
ix-aggr,251,aggr_pair_hashes,65,aggr_group_18,16,15,54,12,96,24,1.250000,4.500000,48,10,38,10,
ix-aggr,252,aggr_reduce_hashes,65,aggr_group_18,16,13,54,10,80,24,1.300000,5.400000,4,4,0,4,
ix-aggr,253,aggr_canonical_root,65,aggr_group_18,16,5,54,4,32,16,1.250000,13.500000,2,2,0,2,
ix-aggr,254,aggr_load_canonical_tree,1,aggr_group_01,12,48,147,47,376,56,1.021277,3.127660,21,9,2,9,
ix-aggr,255,aggr_load_optional_tree,65,aggr_group_18,16,6,54,4,32,16,1.500000,13.500000,4,2,2,2,
ix-aggr,256,aggr_assert_same_list,1,aggr_group_01,12,12,147,10,80,24,1.200000,14.700000,6,3,0,3,
ix-aggr,257,aggr_assert_union,1,aggr_group_01,12,22,147,15,120,24,1.466667,9.800000,18,7,0,7,
ix-aggr,258,aggr_next_assumption,65,aggr_group_18,16,18,54,10,80,24,1.800000,5.400000,10,3,0,3,
ix-aggr,259,aggr_seek_subject,65,aggr_group_18,16,13,54,9,72,16,1.444444,6.000000,6,3,0,3,
ix-aggr,260,aggr_assert_difference,65,aggr_group_18,16,19,54,15,120,24,1.266667,3.600000,12,5,0,5,
ix-aggr,261,aggr_fold_path,66,aggr_group_19,8,19,195,11,88,24,1.727273,17.727273,11,5,0,7,
ix-aggr,262,aggr_discharge_choice,66,aggr_group_19,8,54,195,49,392,56,1.102041,3.979592,30,10,2,14,
ix-aggr,263,aggr_assert_structural_difference,66,aggr_group_19,8,18,195,14,112,24,1.285714,13.928571,12,5,0,5,
ix-aggr,264,aggr_get_opt_address,65,aggr_group_18,16,8,54,6,48,16,1.333333,9.000000,5,2,0,2,
ix-aggr,265,aggr_parse_check_env,1,aggr_group_01,12,13,147,12,96,24,1.083333,12.250000,9,4,0,4,
ix-aggr,266,aggr_load_preimage,1,aggr_group_01,12,50,147,49,392,56,1.020408,3.000000,129,8,47,8,
ix-aggr,267,aggr_claim_field,65,aggr_group_18,16,12,54,11,88,24,1.090909,4.909091,22,1,0,1,
ix-aggr,268,aggr_claim_digest,1,aggr_group_01,12,12,147,11,88,24,1.090909,13.363636,22,8,14,8,
ix-aggr,269,aggr_assert_digest,1,aggr_group_01,12,18,147,17,136,24,1.058824,8.647059,8,0,0,0,
ix-aggr,270,aggr_only_claim,1,aggr_group_01,12,9,147,8,64,16,1.125000,18.375000,5,2,0,2,
ix-aggr,271,aggr_load_sys,66,aggr_group_19,8,163,195,159,1272,168,1.025157,1.226415,165,30,58,30,
ix-aggr,272,aggr_verify_child,66,aggr_group_19,8,41,195,40,320,48,1.025000,4.875000,27,14,3,14,
ix-aggr,273,aggr_child_check_env_digest,1,aggr_group_01,12,65,147,62,496,72,1.048387,2.370968,26,11,4,11,
ix-aggr,274,aggr_wrap,66,aggr_group_19,8,45,195,44,352,56,1.022727,4.431818,3,1,1,1,
ix-aggr,275,aggr_pair,66,aggr_group_19,8,111,195,110,880,120,1.009091,1.772727,147,21,51,21,
ix-aggr,276,aggr_pair_structural,66,aggr_group_19,8,110,195,109,872,120,1.009174,1.788991,147,20,51,20,
ix-aggr,277,aggr_parse_range,67,aggr_parse_range,1,74,74,73,584,80,1.013699,1.013699,82,35,0,35,
ix-aggr,278,aggr_read_digest,68,aggr_read_digest,1,68,68,67,536,80,1.014925,1.014925,33,33,0,33,
ix-aggr,279,aggr_read_cap_n,69,aggr_read_cap_n,1,11,11,8,64,16,1.375000,1.375000,9,4,5,4,
ix-aggr,280,aggr_read_bits_n;aggr_read_bytes_n,70,aggr_read_bits_n,1,11,11,8,64,16,1.375000,1.375000,9,4,5,4,
ix-aggr,281,aggr_read_header,71,aggr_read_header,1,43,43,42,336,56,1.023810,1.023810,11,11,0,11,
ix-aggr,282,aggr_read_headers_n,72,aggr_read_headers_n,1,14,14,11,88,24,1.272727,1.272727,9,4,5,4,
ix-aggr,283,aggr_read_message,73,aggr_read_message,1,23,23,22,176,32,1.045455,1.045455,10,10,0,10,
ix-aggr,284,aggr_read_messages_n,74,aggr_read_messages_n,1,19,19,16,128,24,1.187500,1.187500,9,4,5,4,
ix-aggr,285,aggr_load_preamble,75,aggr_load_preamble,1,36,36,35,280,48,1.028571,1.028571,18,11,2,11,
ix-aggr,286,aggr_batch_challenges,76,aggr_batch_challenges,1,25,25,21,168,32,1.190476,1.190476,4,2,2,2,
ix-aggr,287,aggr_verify_range,77,aggr_verify_range,1,63,63,60,480,72,1.050000,1.050000,10,4,0,4,
ix-aggr,288,aggr_output_range,78,aggr_output_range,1,69,69,68,544,80,1.014706,1.014706,131,9,49,9,
ix-aggr,289,aggr_child_range,79,aggr_child_range,1,57,57,56,448,64,1.017857,1.017857,4,3,1,3,
ix-aggr,290,aggr_range_leaf,80,aggr_range_leaf,1,80,80,74,592,88,1.081081,1.081081,30,11,7,16,
ix-aggr,291,aggr_range_join,81,aggr_range_join,1,106,106,100,800,112,1.060000,1.060000,29,11,2,18,
ix-aggr,292,aggr_range_root,82,aggr_range_root,1,99,99,93,744,104,1.064516,1.064516,42,16,8,19,
ix-aggr,293,ix_aggr,83,ix_aggr,1,135,135,122,976,136,1.106557,1.106557,201,35,52,35,
ix-aggr,294,list_lookup.BatchOpening;list_lookup.Ptr.ListNode.G_2;list_lookup.Ptr.ListNode.Ptr.ListNode.G_2;list_lookup.Ptr.ListNode.Ptr.ListNode.U8_8;list_lookup.Ptr.ListNode.U8_8;list_lookup.Ptr.U8_8_4;list_lookup.U8,84,aggr_group_20,3,8,13,7,56,16,1.142857,1.857143,2,2,0,2,
ix-aggr,295,list_length.Proof,85,list_length.Proof,1,31,31,29,232,40,1.068966,1.068966,5,2,0,2,
ix-aggr,296,list_length.BatchOpening;list_length.G;list_length.Ptr.ListNode.G;list_length.Ptr.ListNode.G_2;list_length.Ptr.ListNode.Ptr.ListNode.G_2;list_length.Ptr.ListNode.Ptr.ListNode.U8_8;list_length.Ptr.ListNode.Ptr.U8_8_4;list_length.Ptr.ListNode.U8_8;list_length.Ptr.U8_8_4;list_length.U8,8,aggr_group_07,2,8,9,6,48,16,1.333333,1.500000,5,2,0,2,
ix-aggr,297,list_length.BatchMultiOpening;list_length.CommitPhaseProofStep;list_length.G_2;list_length.SysLookup,84,aggr_group_20,3,9,13,7,56,16,1.285714,1.857143,5,2,0,2,
ix-aggr,298,list_concat.Ptr.ListNode.U8_8;list_concat.Ptr.U8_32;list_concat.U8,10,aggr_group_08,12,10,33,8,64,16,1.250000,4.125000,4,3,1,3,
ix-aggr,299,list_length.FrontierNode;list_length.ShardHeader,24,aggr_group_13,11,11,109,9,72,16,1.222222,12.111111,5,2,0,2,
ix-aggr,300,list_length.Bucket,5,aggr_group_04,15,12,134,10,80,24,1.200000,13.400000,5,2,0,2,
ix-aggr,301,list_length.U8_8,86,list_length.U8_8,1,15,15,13,104,24,1.153846,1.153846,5,2,0,2,
ix-aggr,302,list_length.BatchMessage;list_length.SysCircuit,3,aggr_group_02,12,16,46,14,112,24,1.142857,3.285714,5,2,0,2,
ix-aggr,303,list_lookup.SysNode,87,list_lookup.SysNode,1,11,11,10,80,24,1.100000,1.100000,2,2,0,2,
ix-aggr,304,list_is_empty.Ptr.U8_32;list_is_empty.U8,26,aggr_group_14,3,7,16,5,40,16,1.400000,3.200000,3,1,0,1,
ix-aggr,305,list_lookup.BatchMultiOpening;list_lookup.G_2;list_lookup.OptIdx,31,aggr_group_16,4,9,18,8,64,16,1.125000,2.250000,2,2,0,2,
ix-aggr,306,list_concat.U8_8,5,aggr_group_04,15,17,134,15,120,24,1.133333,8.933333,4,3,1,3,
ix-aggr,307,list_length.CommitPhaseMultiStep,12,aggr_group_10,15,10,81,8,64,16,1.250000,10.125000,5,2,0,2,
ix-aggr,308,list_drop.BatchOpening;list_drop.G;list_drop.Ptr.ListNode.G_2;list_drop.Ptr.ListNode.Ptr.ListNode.G_2;list_drop.Ptr.ListNode.Ptr.ListNode.U8_8;list_drop.Ptr.ListNode.U8_8;list_drop.Ptr.U8_8_4;list_drop.U8,84,aggr_group_20,3,10,13,7,56,16,1.428571,1.857143,4,2,2,2,
ix-aggr,309,list_drop.ShardHeader;list_drop.SysNode,6,aggr_group_05,2,13,16,10,80,24,1.300000,1.600000,4,2,2,2,
ix-aggr,310,list_lookup.U8_8,65,aggr_group_18,16,15,54,14,112,24,1.071429,3.857143,2,2,0,2,
ix-aggr,311,list_drop.BatchMultiOpening;list_drop.G_2;list_drop.OptIdx,31,aggr_group_16,4,11,18,8,64,16,1.375000,2.250000,4,2,2,2,
ix-aggr,312,list_drop.U8_8,65,aggr_group_18,16,17,54,14,112,24,1.214286,3.857143,4,2,2,2,
